filename, BLACKPOD, FROSTYPOD, HEALTHY, MIRID
11510_jpg.rf.050834b59839494a9f913bfb64e9fb77.jpg, 0, 0, 1, 0
000151_jpg.rf.051df6e37dda5b1c9ba48e766dc06c41.jpg, 0, 0, 1, 0
1998_jpg.rf.05180dde068932fcdd00875710b6ee33.jpg, 0, 0, 0, 1
00011586_jpg.rf.059697ba720eda19087e74b9605bf841.jpg, 1, 0, 0, 0
0001761_jpg.rf.053fc29e684b28cfd5484b99c89943a2.jpg, 0, 0, 0, 1
160_jpg.rf.05ae87cfe2ff8490ac526dbc3f4ae7bb.jpg, 1, 0, 1, 0
00011264_jpg.rf.05cb703e3cbd58f0bd423c544ab05fa6.jpg, 0, 0, 1, 0
11654_jpg.rf.05d6edad192bcfefa87bdb9b69814375.jpg, 0, 0, 1, 0
11268_jpg.rf.0609f1ed2a7ffa0f74cd48157a46ea11.jpg, 0, 0, 0, 1
00011089_jpg.rf.067e29c054cc1172550d24cea4bbb6fa.jpg, 0, 0, 1, 0
00011867_jpg.rf.06819f0839dc79e6e1e0dc0c90adaf4d.jpg, 0, 0, 0, 1
00011724_jpg.rf.060fea9ae09fdc6aac10798155fe82c4.jpg, 1, 0, 0, 0
1373_jpg.rf.065b1f43671f0b9c9ced1f33597d6807.jpg, 0, 0, 1, 0
0001544_jpg.rf.07184a8a4a1deb01096808d55cc3ffca.jpg, 0, 0, 0, 1
000115_jpg.rf.06e1715b855ea15b8580926a121b52bb.jpg, 0, 0, 0, 1
000141_jpg.rf.06ef356e41bc6db4260b0bb260e5abf5.jpg, 0, 0, 1, 0
0001917_jpg.rf.074faf6c6988b13477170a9e15e73019.jpg, 0, 0, 1, 0
11514_jpg.rf.078a5f4b3cf1fbcfed3e4cc4b079706a.jpg, 1, 0, 0, 0
0001127_jpg.rf.91a306861dbd2235d39e55a928906991.jpg, 1, 0, 0, 0
11858_jpg.rf.92443087942c1aecc48643ffbab26fa6.jpg, 0, 0, 1, 0
0001717_jpg.rf.8fadad739dc3d3eeb312adacb4a341d5.jpg, 0, 0, 1, 0
11205_jpg.rf.8f82214c6a0695d1141dbe4c15ec5895.jpg, 0, 1, 0, 0
11938_jpg.rf.912c016f36bcd968389e4529d72077db.jpg, 1, 0, 0, 0
11197_jpg.rf.8f782591001c2d4a83b5314f40f336ac.jpg, 0, 1, 0, 0
1171_jpg.rf.904531ecc3de0052df39e3f9ec4af599.jpg, 1, 0, 0, 0
0001844_jpg.rf.912d14f6fa9103ef3a05240e9c17feeb.jpg, 0, 0, 0, 1
11352_jpg.rf.91811be38aa13a74892a43f7456652db.jpg, 0, 0, 1, 1
11155_jpg.rf.91df03c8c6e1f5195e17eb80ba93230a.jpg, 1, 1, 0, 0
11316_jpg.rf.918b416aa32d88a333c0ccd3c7b6e163.jpg, 0, 0, 0, 1
00011199_jpg.rf.90da2c9bc342764d4be4bd411537f09d.jpg, 0, 0, 1, 1
0001114_jpg.rf.923d0815baccbb915c10ef329a366468.jpg, 0, 0, 1, 0
0001994_jpg.rf.9252c4a3acd270ba8aa33d9bb1b06eb5.jpg, 0, 0, 0, 1
0001577_jpg.rf.910fa4b9921fe650d344c903578a16ab.jpg, 1, 0, 0, 0
0001317_jpg.rf.900bfbf97ff51ecaa7ec149b92b87121.jpg, 1, 0, 0, 0
11617_jpg.rf.91e420cebdbf4f70a4de163aa447a91b.jpg, 0, 0, 0, 1
1730_jpg.rf.91a9a5924e58202018e8ee25b4a5e61b.jpg, 0, 0, 1, 0
0001180_jpg.rf.922d09088cd0935587ae7e4124816c5e.jpg, 0, 0, 0, 1
0001229_jpg.rf.90c1e64528f04fd59a9b3ab56fda3d07.jpg, 0, 1, 0, 0
1157_jpg.rf.8f2415f18906979ba12d3eff0e37d75a.jpg, 0, 0, 0, 1
11001_jpg.rf.9279def1dc54f14580ed6e781e40de30.jpg, 0, 0, 1, 0
0001360_jpg.rf.8fee3dd9e6653863aa5802dbb5865b27.jpg, 0, 0, 0, 1
00011298_jpg.rf.926df1e0455868352128781cc31d6ee5.jpg, 1, 0, 0, 0
00011569_jpg.rf.92be33a72d8029b7db2e45c23dc3f20d.jpg, 1, 0, 1, 0
1510_jpg.rf.8fb15c229a01c14715b45bb84136d943.jpg, 0, 0, 0, 1
11375_jpg.rf.92dfc3ca3bf31769e0c1eb6ab55834b9.jpg, 1, 0, 0, 0
11368_jpg.rf.91a857734e4bef82c884f92188813946.jpg, 1, 0, 0, 0
00011604_jpg.rf.921eae952a3fad487028a64f4e0a28cd.jpg, 0, 0, 0, 1
11268_jpg.rf.92f6902d5285938c01e258f495ee2f74.jpg, 0, 0, 0, 1
00011601_jpg.rf.9310f1945762c8b93b1bc658691f94a5.jpg, 0, 1, 0, 0
00011091_jpg.rf.92e0e29dc4d07edcc587ca4c84cbe23d.jpg, 0, 0, 1, 0
1874_jpg.rf.932ce08cbd16454ec87f4e3ac058d23f.jpg, 0, 0, 0, 1
00011683_jpg.rf.933f73abab346adcf55b68672801a176.jpg, 0, 0, 1, 0
0001711_jpg.rf.938707f29040f10ca6d66a82ebab0d1a.jpg, 1, 0, 0, 0
0001284_jpg.rf.934299d90531938492a73f65b7193238.jpg, 0, 0, 0, 1
00011863_jpg.rf.937377575bd6189f077ef5dec7e680ad.jpg, 1, 0, 1, 0
110_jpg.rf.938cc02421b708443667d72e4177ca5c.jpg, 0, 0, 1, 0
11692_jpg.rf.93926e480f72ffe119873791af7a49ab.jpg, 0, 0, 0, 1
11242_jpg.rf.939bede8a1f7e28d8351aa246b55005c.jpg, 0, 0, 0, 1
00011582_jpg.rf.93ab404c3fd5e4d1820c2bd92b6e7cf7.jpg, 1, 0, 0, 0
1987_jpg.rf.93f8e31713aac7a166ffdec94273bfbf.jpg, 0, 0, 0, 1
00011946_jpg.rf.93d87b3d6d73ab0c1719ed7695df4465.jpg, 0, 1, 0, 0
00011826_jpg.rf.940dc4e3a43a5eb8bdfae678de54bf14.jpg, 0, 0, 0, 1
1784_jpg.rf.93ff26ccfb5d2045c373b49ae781c34a.jpg, 0, 0, 0, 1
11328_jpg.rf.9467ba191fd7468e282ce7e38adc6a4d.jpg, 1, 0, 0, 0
00011098_jpg.rf.945ae91c9ed621c3734fad08bf1442c7.jpg, 0, 0, 1, 0
00011524_jpg.rf.9459cad23d2dcb055d3ea7747fab5215.jpg, 1, 0, 0, 0
00011651_jpg.rf.94737e16fb4f20c3d79f82075a2b9cc3.jpg, 1, 0, 0, 0
0001550_jpg.rf.947e47b4972ccbf4f2985100e491c46d.jpg, 0, 0, 0, 1
00011867_jpg.rf.948af7ea3642661b156fc150be59f9ea.jpg, 0, 0, 0, 1
11096_jpg.rf.9497444afbd5bff9cb5a9a4763b360ad.jpg, 0, 0, 1, 0
11092_jpg.rf.94b9beef7585239a32de9254a63b3a9b.jpg, 0, 0, 1, 0
11227_jpg.rf.9542e82deac9bedbdfcc5f294f1be976.jpg, 0, 0, 0, 1
00011520_jpg.rf.94d1ae1edfcebf5ee0d9e1f1dfcb5b88.jpg, 0, 0, 1, 0
000156_jpg.rf.950b6f655afbf44417ac704cba246854.jpg, 0, 0, 1, 0
00011468_jpg.rf.95ac74d551c4323db1e3d7f1ceda3a8d.jpg, 0, 0, 1, 0
00011173_jpg.rf.962d0e1b8234dd3e382f213108701fa0.jpg, 0, 0, 0, 1
0001272_jpg.rf.9582e073fda04d91d1be7e98cfbe0673.jpg, 0, 0, 0, 1
1615_jpg.rf.9630c1e550b29e2d47f87f9c1120991d.jpg, 1, 0, 0, 0
0001204_jpg.rf.966baad14938e8922cbb6a0fdb727dcd.jpg, 1, 0, 0, 0
1937_jpg.rf.96723b58a7480a79b44c16cbe92f514b.jpg, 1, 0, 0, 0
11072_jpg.rf.96a3d4ecdfb9f04701d691a73125aa52.jpg, 1, 0, 0, 0
0001510_jpg.rf.96d07ab12f98dfe96c8a6fa9f813770c.jpg, 0, 0, 1, 0
0001485_jpg.rf.96d3cc4d442cfe4e3b2d74144e16973b.jpg, 0, 0, 0, 1
0001367_jpg.rf.96c51a07039917ea5906b879be0c8412.jpg, 1, 0, 0, 0
0001868_jpg.rf.96e26f96bf926cf5b2d85a8f1352f81f.jpg, 0, 0, 0, 1
00011943_jpg.rf.96ce8d83abf02a9ff1150dfd467ad485.jpg, 0, 0, 1, 0
11414_jpg.rf.9759a6fb86e971dc19f3e4cfab26fe71.jpg, 0, 0, 0, 1
0001381_jpg.rf.97688de4caf7e19e289df28b7432f4fb.jpg, 0, 0, 0, 1
00011951_jpg.rf.9788bccd67a488222a862657e0a3b38f.jpg, 0, 0, 0, 1
0001921_jpg.rf.9794fd08ddcadcfc321a97ea96e56569.jpg, 1, 0, 0, 0
00011623_jpg.rf.97f1632ecf204b799d9bfd8d656ac8a5.jpg, 0, 0, 0, 1
0001453_jpg.rf.983c8f9c76ab853f6d19c014b51c41e8.jpg, 1, 1, 0, 0
00011286_jpg.rf.98bf454871ddd47ed303434a6b91d2a6.jpg, 1, 0, 0, 0
1623_jpg.rf.9859ec0372a6dbc71d3015505c1e6512.jpg, 0, 0, 1, 0
11057_jpg.rf.98c7b667cb85e06bb28296639bc21c41.jpg, 0, 1, 0, 0
0001598_jpg.rf.98c252d87ffe009a7baca4e0b8b315d1.jpg, 0, 0, 0, 1
11608_jpg.rf.98cbe1d4f6cdbd60dd1fac60eb0b0f63.jpg, 0, 0, 1, 0
00011201_jpg.rf.96c152172362d0a476b183947acb8951.jpg, 1, 0, 0, 0
0001854_jpg.rf.9916d79f043ad49acc371391d1f16ca1.jpg, 1, 0, 0, 0
0001461_jpg.rf.97655dd99c4e97746a99cd9357777c09.jpg, 0, 0, 0, 1
0001774_jpg.rf.99378fd2225b101d5244a1423ad8585b.jpg, 0, 0, 1, 0
00011704_jpg.rf.991df504207905e2cb622f32605393cf.jpg, 1, 0, 0, 0
00011870_jpg.rf.991e25fbfb35acc5afce926cba295da8.jpg, 0, 0, 1, 0
1697_jpg.rf.9a1fd1c78b398edaf4eb57212024fe5a.jpg, 0, 0, 0, 1
00011238_jpg.rf.999e5bf3d50a23e7b7baa1b8d14276f5.jpg, 1, 0, 0, 0
0001786_jpg.rf.9a4cc395bf4d0845d2cf1ca81f8dbcc7.jpg, 0, 0, 0, 1
00011413_jpg.rf.9a67346ba1c135c0792091881bac6b24.jpg, 0, 0, 1, 0
11552_jpg.rf.9abbad2daddb88acc3ddae6f5d45c7c3.jpg, 0, 0, 0, 1
0001895_jpg.rf.9aaa264797cadb15292a7e40c3c22aeb.jpg, 0, 0, 1, 0
00011660_jpg.rf.9a828e3020883be5c3fcbc2cb3a982e4.jpg, 1, 0, 0, 0
0001736_jpg.rf.9ab7968b00b5cbd7b09fafee97ad4e9b.jpg, 0, 0, 0, 1
0001742_jpg.rf.9adf3006f83fd65e2e83be05007de525.jpg, 0, 0, 1, 0
1899_jpg.rf.9af543391a414420769bc98372692aeb.jpg, 0, 0, 1, 0
0001707_jpg.rf.9acba001e770479851ebfd72ad2d3dc6.jpg, 0, 0, 1, 0
0001136_jpg.rf.9afedfa2067fc56669307a62a5b59d02.jpg, 0, 0, 1, 0
0001298_jpg.rf.9b0e99f95ecd1548f5bdd5fa8a128714.jpg, 0, 0, 0, 1
00011876_jpg.rf.9b14446961ff90d821feb33f9ab452b8.jpg, 0, 0, 0, 1
00011399_jpg.rf.9b5c8735df7469326273b492c383b202.jpg, 0, 0, 0, 1
0001247_jpg.rf.9b792ac373f751840b9feac0bb61c196.jpg, 1, 0, 0, 0
0001357_jpg.rf.9bb4d5ebee84981550ee8f7485924802.jpg, 0, 0, 0, 1
11816_jpg.rf.9b8b2caf26be3f8592a91eb6d3d32dde.jpg, 1, 0, 0, 0
1634_jpg.rf.9b8b80d0cbbf95952ba89109a537bf3a.jpg, 0, 0, 1, 0
00011941_jpg.rf.9bfd21431f2e82504208f7e8b4ad18d6.jpg, 0, 0, 1, 0
1956_jpg.rf.9c235e8ae2bee5b30d9fbe5985b63fd9.jpg, 1, 0, 0, 0
1584_jpg.rf.9c38d5b8a31d395055a4a882be88e392.jpg, 0, 0, 1, 0
0001500_jpg.rf.9c6797f86e5a2f6d56b8dee4ecee34ee.jpg, 0, 0, 1, 0
0001893_jpg.rf.9c487c755be0db5dce5d2456e86df800.jpg, 0, 0, 0, 1
000156_jpg.rf.9cbe4d18fda59de5e8a6156e2e69019c.jpg, 0, 0, 1, 0
00011823_jpg.rf.9ce7187ba01d45a36dba939d2303d144.jpg, 0, 1, 0, 0
0001717_jpg.rf.9cb94c5d11ef3e9235c48bbcff23d765.jpg, 0, 0, 1, 0
1885_jpg.rf.9ccc70ae6cc5fc752f1e731c8bdfe038.jpg, 0, 0, 0, 1
00011798_jpg.rf.9ce99eba8bf25334dfda5794f5706fc5.jpg, 0, 0, 1, 1
00011951_jpg.rf.9ce99bfc08490b631ceaacc1a7e5dbd3.jpg, 0, 0, 0, 1
0001766_jpg.rf.9d06d298d3723102f681d3a3ee5e4cef.jpg, 1, 0, 0, 0
11573_jpg.rf.9cec8304fc9fdfa97766a684a938663b.jpg, 1, 0, 0, 0
00011567_jpg.rf.9d1172ac72406ad4bc8c11e78409b5a3.jpg, 1, 0, 0, 0
00014_jpg.rf.9d2e4f0b13e1904acd2740826c97a84e.jpg, 1, 0, 1, 0
11081_jpg.rf.9d3936068b148fda942a78d57a115501.jpg, 1, 0, 0, 1
11388_jpg.rf.9d15da2d6efaa431dbf72069e6556aca.jpg, 0, 0, 0, 1
0001520_jpg.rf.9d57cf1e833f5b5d0ac7fe3c2807c7c4.jpg, 0, 0, 1, 0
00011062_jpg.rf.9de6623083f09dbd67819cfedebbdb21.jpg, 0, 0, 1, 0
11219_jpg.rf.9d74e69253a898e8aa3ec56a498c5c06.jpg, 0, 1, 0, 0
000146_jpg.rf.9d5fb7956c189760452c9d7e1d47e7b6.jpg, 1, 0, 0, 0
00011231_jpg.rf.9df8b6e329883fa23ab79630cf4fab4b.jpg, 1, 0, 0, 0
0001389_jpg.rf.9dfd9a216c9377e40af6fe4d3c3095ab.jpg, 1, 0, 0, 0
11030_jpg.rf.9e06f8db3b8b2ebbac45964894371646.jpg, 0, 0, 0, 1
0001428_jpg.rf.9e0e92d3bcb3e3e919d3fe9df925b63b.jpg, 0, 0, 0, 1
11013_jpg.rf.9e35f1f1e17aad0e24f7bc8ef4bcf649.jpg, 0, 1, 0, 0
00011327_jpg.rf.9ed56f6447238276563d390c93aed401.jpg, 1, 0, 0, 0
00011876_jpg.rf.9ee2cbff973151d7deb0a337cc35fa08.jpg, 0, 0, 0, 1
11956_jpg.rf.9f1262258187efb6bdaea43de94bbf2b.jpg, 0, 0, 0, 1
0001473_jpg.rf.9f58fc40cfd2969eaf5ea95c85e91794.jpg, 0, 0, 0, 1
00011871_jpg.rf.9f5772554b848f53ef5295c1448e308f.jpg, 0, 0, 1, 0
0001216_jpg.rf.9f69f1643ce6bfdefd0dda3bdb25950f.jpg, 0, 1, 0, 0
0001498_jpg.rf.9f19f8d5b75db9c7ba18c8c263b25d7f.jpg, 0, 0, 0, 1
00011064_jpg.rf.9fc8b1cd7c8828d305dc164b1cd56aee.jpg, 1, 0, 0, 0
00011312_jpg.rf.9fa2ff06f294a183b1e59328515802c0.jpg, 1, 0, 0, 0
0001360_jpg.rf.9ff67a4167f841602872380d4018f1a2.jpg, 0, 0, 0, 1
11705_jpg.rf.9fd6d58039888d89abce139828a394c8.jpg, 0, 0, 0, 1
00011965_jpg.rf.a060305042ade7ddf56f1c9be9d90c56.jpg, 0, 0, 1, 0
0001173_jpg.rf.a04911b72ecac66465e4ab60d6f9212c.jpg, 1, 1, 0, 1
0001435_jpg.rf.a084176eedb07d59ffb4a8da07c7a5da.jpg, 0, 0, 0, 1
0001810_jpg.rf.a0739261282089effdf39752314311e2.jpg, 0, 0, 1, 0
11976_jpg.rf.a0cad058f35ec3f0d9604cdcfca313de.jpg, 1, 0, 0, 1
11849_jpg.rf.a09c2d3866f35ae3df99667a2feb25a7.jpg, 1, 0, 0, 0
0001550_jpg.rf.a109995d08b2fb49c0f54f1b589afb5b.jpg, 0, 0, 0, 1
00011858_jpg.rf.a0e366a86e1de600af13223a59de3603.jpg, 0, 0, 1, 0
00011064_jpg.rf.a120ce85c19b0109dcf37c23fde68dc6.jpg, 1, 0, 0, 0
000197_jpg.rf.a1a0e228c78a2dcbcab46ee530ae65bf.jpg, 0, 0, 1, 0
0001435_jpg.rf.a1a77543ee46bf3ea87f3da84a227acb.jpg, 0, 0, 1, 0
1754_jpg.rf.a1a70c571a26244cb53d2d306ecd0129.jpg, 0, 0, 0, 1
000185_jpg.rf.a269d14489af6ede09fbb8abffe05700.jpg, 1, 0, 0, 0
00011157_jpg.rf.a211888e1f14b210cbb993ca6896891c.jpg, 0, 0, 1, 0
00011072_jpg.rf.a254090cacba79d90e571e5973ec2b09.jpg, 1, 0, 0, 0
00011264_jpg.rf.a2733d807a49ab3df129c56aa34fe0f7.jpg, 0, 0, 1, 0
0001574_jpg.rf.a291cae4ee235dc628124aad1acfd646.jpg, 1, 0, 0, 0
0001789_jpg.rf.a2a37643b568f85edcd936c83c1c8d50.jpg, 1, 0, 0, 1
0001122_jpg.rf.a2daefe8da60ff256f5f40811b994900.jpg, 0, 0, 1, 1
0001552_jpg.rf.a2b707df50e74f750e243655b5b9cb03.jpg, 0, 0, 0, 1
00011163_jpg.rf.a3416bb83e99d097c9471aab4eed6f33.jpg, 0, 0, 1, 0
000153_jpg.rf.a336ffce4238dafba1cbd6550220f0df.jpg, 0, 0, 0, 1
0001602_jpg.rf.a37d86c35c4cde4a562e168d3c296f7e.jpg, 1, 0, 0, 0
11299_jpg.rf.a35b2f236c22427cb34d907c3fd5dcd7.jpg, 1, 0, 0, 1
00011478_jpg.rf.a39a485d37524ae7b59e5ceb5ff2a34b.jpg, 0, 1, 0, 0
11399_jpg.rf.a3c4fc02aa7359ba0f969d448ae90aeb.jpg, 0, 0, 1, 0
0001814_jpg.rf.a3ca7d4ede383727ba6e4ded6369b832.jpg, 0, 0, 0, 1
0001752_jpg.rf.a3e295f127d6014bd78378333b738ae3.jpg, 0, 0, 0, 1
00011465_jpg.rf.a47a126cc3a283713243c22a071f7c45.jpg, 0, 1, 0, 0
1834_jpg.rf.a4a993a1eca9e17e1219e637c2972a4b.jpg, 0, 0, 1, 1
11479_jpg.rf.a4843c955d597992d51a4f084b2c1aa4.jpg, 0, 0, 0, 1
00011148_jpg.rf.a4a1e3ed1340d7d01231b1280aa03e13.jpg, 1, 0, 0, 0
11370_jpg.rf.a4b843454dde9ef2207f20717b0e7be0.jpg, 1, 0, 0, 0
00011534_jpg.rf.a4e1ec9169fcedf852ff8f50d607655c.jpg, 0, 0, 1, 0
11475_jpg.rf.a4d7adde6ad23501a0134fc7f2143850.jpg, 0, 0, 1, 0
00011296_jpg.rf.a561284b99b088a47d119eb8d3877282.jpg, 1, 0, 0, 0
00011094_jpg.rf.a5eb7ca159e9a8b6915af2f3077eca5a.jpg, 0, 1, 0, 0
11323_jpg.rf.a60c9d5139464cd0c78d88f3f86944ab.jpg, 0, 0, 0, 1
00011100_jpg.rf.a5c3c025e8b6c0ec0c781d70ec08cde4.jpg, 1, 0, 0, 0
1162_jpg.rf.a59b9a6ce456e023a6183205b424f0c0.jpg, 0, 0, 1, 0
0001288_jpg.rf.a67b7ea919dca352e06c0e060a3b70ba.jpg, 0, 0, 0, 1
0001873_jpg.rf.a69280a4d258ed1e58be9e3f003e6342.jpg, 1, 0, 0, 0
0001955_jpg.rf.a6d2083877bfacebb1858daf2b0d6f97.jpg, 1, 0, 1, 0
1275_jpg.rf.a621dcc4063500d22117fe29c7a4423d.jpg, 0, 0, 1, 0
0001479_jpg.rf.a6dcfe60ef754a55f6632b19c21907cb.jpg, 1, 0, 0, 0
00011206_jpg.rf.a702d6c78b1fad5607f9e8a615576b08.jpg, 1, 0, 0, 0
122_jpg.rf.a705b11122eaca5fc7905c7a18a31986.jpg, 0, 0, 1, 0
00011377_jpg.rf.a72c3e351ff95f00307bacfcf4b92988.jpg, 1, 0, 0, 0
0001350_jpg.rf.a73bf02a3e263121fa5fe4a9bc2b6ad4.jpg, 0, 0, 0, 1
0001225_jpg.rf.a76b84c03c4aec1770606dede1c64a2b.jpg, 1, 0, 0, 0
1772_jpg.rf.a79e8c4a4a2000f8965739add22d8247.jpg, 0, 0, 0, 1
00011530_jpg.rf.a7638edf0aff2b5cebca216723614d61.jpg, 0, 0, 0, 1
1954_jpg.rf.a7a5bea98212f3ea11db9e431befc3ff.jpg, 0, 0, 1, 0
11701_jpg.rf.a7f9ac1019fd090f7585498477af4a25.jpg, 0, 0, 0, 1
11000_jpg.rf.a8395bb50d072a4a9f326c801a0a5774.jpg, 1, 0, 1, 0
0001965_jpg.rf.a7eb3e9a5f643c0951d00afa6c8485c0.jpg, 0, 0, 1, 0
11484_jpg.rf.a8930dc6182a2bcc766b26b72d1a73f2.jpg, 1, 0, 0, 0
1233_jpg.rf.a8ab970dde8ab7225b1744b0f1c81551.jpg, 0, 0, 1, 0
00011538_jpg.rf.a8bbb83b4230ef8085617e8994e2a6c5.jpg, 1, 0, 1, 0
0001364_jpg.rf.a8b7558ebf53ab674602c34db4c401d1.jpg, 0, 0, 0, 1
00011046_jpg.rf.a9053d8c8d2f880c12e86df1ae6c6d72.jpg, 1, 0, 0, 0
00011943_jpg.rf.a8d9298d87624cdea66e679b14098527.jpg, 0, 0, 1, 0
1388_jpg.rf.a9266c3f5575d16c145dadc4ec475a2e.jpg, 1, 0, 0, 0
00011084_jpg.rf.a92c66f2bafebd71717bdc21d87be326.jpg, 0, 0, 0, 1
00011652_jpg.rf.a96c26ff44c99a2914c0c2e1d1bd73d1.jpg, 0, 1, 0, 0
1671_jpg.rf.a99aad2692397393b2c7aeeb7473a20c.jpg, 1, 0, 0, 0
0001367_jpg.rf.a97938cde9dbe5e30e6e1f1856de95fb.jpg, 1, 0, 0, 0
00011828_jpg.rf.a9baa747a06e51cd87a005de3af89351.jpg, 0, 0, 1, 0
11752_jpg.rf.a9c413487fcae8618f1aa12553cd6758.jpg, 1, 0, 0, 0
0001986_jpg.rf.a9efb30aa81c91213e97d5c08e100612.jpg, 1, 0, 0, 0
000159_jpg.rf.aa04e116603ce7f4394dda8cebbc5676.jpg, 1, 0, 0, 0
0001832_jpg.rf.aa5b5b9ea87380fe71d1426b07a521d5.jpg, 0, 0, 1, 0
0001542_jpg.rf.aab7088c40c2515626bc16ca2ee86e45.jpg, 1, 0, 0, 0
00011564_jpg.rf.aac869f09370c519a9abb5224625b64e.jpg, 0, 0, 1, 0
0001234_jpg.rf.aaaba72e92b77027bae0a835f23ee2f4.jpg, 0, 1, 0, 0
0001867_jpg.rf.aaa8dccd415f398cdbab6d02343125ec.jpg, 0, 0, 0, 1
11094_jpg.rf.aaf8ba3dc3b2ea3f3b32a8ca27cdc208.jpg, 1, 0, 0, 0
00011729_jpg.rf.ab045912f8f7a7fd8fd63a4c41ce7ac0.jpg, 1, 0, 0, 0
1297_jpg.rf.ab3c69000c36ed627e8711853a32242b.jpg, 0, 0, 0, 1
0001794_jpg.rf.ab1eaef00131fe55f324d5c5f562f918.jpg, 0, 1, 0, 0
11010_jpg.rf.ab45155a8fd7c80632b785951d679d41.jpg, 0, 0, 0, 1
11170_jpg.rf.ab50c863e59a94e836eb847ea5418c0f.jpg, 0, 1, 0, 0
00011074_jpg.rf.ab4bb16d14e2174889456e7a9863fc24.jpg, 1, 0, 0, 1
0001653_jpg.rf.ab55019ddbcfec89c6e4d80b5e83dd4a.jpg, 0, 0, 0, 1
